Full Weapon Name,Weapon Augment,Weapon Base,Weapon Name,AmmoConfig,GeneralAmmoType,AmmoType,AmmoTypes,Size,Price,BaseWeaponPrice,AmmoTypePrice,Damage,Drop Range,Muzzle Velocity,Vertical Recoil,Rate of Fire,Cycle Time,Spread,Sway,Reload Speed,Loaded,Extra,Note
Terminus Flechette,Base,Terminus,,SingleShellType,Shells,Flechette,Shells / Flechette,Large Slot,278,238,40,127,25,425,22,21,1.6,30,77,12.2,7,8,Causes Medium Bleeding
Terminus Penny Shot,Base,Terminus,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Large Slot,248,238,10,183,25,425,22,21,1.6,80,77,12.2,7,12,
Terminus Shorty,Shorty,Terminus,Terminus Shorty,SingleShellType,Shells,Default,Shells / Default,Medium Slot,218,218,0,168,20,350,27,19,1.6,50,133,10.6,6,6,
Terminus Shorty Dragon Breath,Shorty,Terminus,,SingleShellType,Shells,Dragon Breath,Shells / Dragon Breath,Medium Slot,238,218,20,77,20,100,27,19,1.6,150,133,10.6,6,6,Causes Medium Burning
Terminus Shorty Flechette,Shorty,Terminus,,SingleShellType,Shells,Flechette,Shells / Flechette,Medium Slot,258,218,40,114,20,350,27,19,1.6,35,133,10.6,6,6,Causes Medium Bleeding
Terminus Shorty Penny Shot,Shorty,Terminus,,SingleShellType,Shells,Penny Shot,Shells / Penny Shot,Medium Slot,228,218,10,75,20,350,27,19,1.6,115,133,10.6,6,9,
Terminus Shorty Slug,Shorty,Terminus,,SingleShellType,Shells,Slug,Shells / Slug,Medium Slot,348,218,130,157,20,350,27,19,1.6,125,133,10.6,6,4,
Terminus Slug,Base,Terminus,,SingleShellType,Shells,Slug,Shells / Slug,Large Slot,368,238,130,165,25,425,22,21,1.6,75,77,12.2,7,5,
Uppercut,Base,Uppercut,Uppercut,SingleBulletType,Long,Default,Long / Default,Small Slot,310,310,0,123,65,410,23,18,1.6,40,128,16,6,9,
Uppercut Deadeye,Deadeye,Uppercut,Uppercut Deadeye,SingleBulletType,Long,Default,Long / Default,Medium Slot,337,337,0,123,65,410,14,18,1.4,40,87,18.3,6,15,
Uppercut Deadeye Explosive,Deadeye,Uppercut,,SingleBulletType,Long,Explosive,Long / Explosive,Medium Slot,437,337,100,99,40,330,14,18,1.4,40,87,18.3,6,15,
Uppercut Deadeye FMJ,Deadeye,Uppercut,,SingleBulletType,Long,FMJ,Long / FMJ,Medium Slot,397,337,60,123,55,360,16,18,1.4,40,87,18.3,6,15,Damage dropoff begins at 50m
Uppercut Deadeye Incendiary,Deadeye,Uppercut,,SingleBulletType,Long,Incendiary,Long / Incendiary,Medium Slot,407,337,70,123,65,410,14,18,1.4,40,87,18.3,6,15,Ignites Hunters in one shot up to 40m
Uppercut Explosive,Base,Uppercut,,SingleBulletType,Long,Explosive,Long / Explosive,Small Slot,410,310,100,99,40,330,23,18,1.6,40,128,16,6,9,
Uppercut FMJ,Base,Uppercut,,SingleBulletType,Long,FMJ,Long / FMJ,Small Slot,370,310,60,123,55,360,25,18,1.6,40,128,16,6,9,Damage dropoff begins at 50m
Uppercut Incendiary,Base,Uppercut,,SingleBulletType,Long,Incendiary,Long / Incendiary,Small Slot,380,310,70,123,65,410,23,18,1.6,40,128,16,6,9,Ignites Hunters in one shot up to 40m
Uppercut Precision,Precision,Uppercut,Uppercut Precision,SingleBulletType,Long,Default,Long / Default,Medium Slot,321,321,0,123,65,410,11,18,1.4,35,87,18.3,6,15,
Uppercut Precision Explosive,Precision,Uppercut,,SingleBulletType,Long,Explosive,Long / Explosive,Medium Slot,421,321,100,99,40,330,11,18,1.4,35,87,18.3,6,15,
Uppercut Precision FMJ,Precision,Uppercut,,SingleBulletType,Long,FMJ,Long / FMJ,Medium Slot,381,321,60,123,55,360,13,18,1.4,35,87,18.3,6,15,Damage dropoff begins at 50m
Uppercut Precision Incendiary,Precision,Uppercut,,SingleBulletType,Long,Incendiary,Long / Incendiary,Medium Slot,391,321,70,123,65,410,11,18,1.4,35,87,18.3,6,15,Ignites Hunters in one shot up to 40m
Vandal 73C,Base,Vandal,Vandal,SingleBulletType,Compact,Default,Compact / Default,Medium Slot,35,35,0,107,120,370,8,28,1.2,25,100,9.4,7,28,
Vandal 73C Bullseye,Bullseye,Vandal,Vandal Bullseye,SingleBulletType,Compact,Default,Compact / Default,Medium Slot,37,37,0,107,120,370,8,28,1.2,35,93,9.4,7,28,
Vandal 73C Bullseye FMJ,Bullseye,Vandal,,SingleBulletType,Compact,FMJ,Compact / FMJ,Medium Slot,87,37,50,107,110,310,11,28,1.2,35,93,9.4,7,28,Damage dropoff begins at 30m
Vandal 73C Bullseye High Velocity,Bullseye,Vandal,,SingleBulletType,Compact,High Velocity,Compact / High Velocity,Medium Slot,97,37,60,101,145,470,12,28,1.2,35,93,9.4,7,18,
Vandal 73C Bullseye Incendiary,Bullseye,Vandal,,SingleBulletType,Compact,Incendiary,Compact / Incendiary,Medium Slot,77,37,40,107,120,370,8,28,1.2,35,93,9.4,7,28,Ignites Hunters in one shot up to 20m
Vandal 73C Bullseye Poison,Bullseye,Vandal,,SingleBulletType,Compact,Poison,Compact / Poison,Medium Slot,87,37,50,107,120,370,8,28,1.2,35,93,9.4,7,28,Causes Medium Poison
Vandal 73C Bullseye Subsonic,Bullseye,Vandal,,SingleBulletType,Compact,Subsonic,Compact / Subsonic,Medium Slot,42,37,5,107,95,252,8,28,1.2,35,93,9.4,7,34,Reduced Sound
Vandal 73C FMJ,Base,Vandal,,SingleBulletType,Compact,FMJ,Compact / FMJ,Medium Slot,85,35,50,107,110,310,11,28,1.2,25,100,9.4,7,28,Damage dropoff begins at 30m
Vandal 73C High Velocity,Base,Vandal,,SingleBulletType,Compact,High Velocity,Compact / High Velocity,Medium Slot,95,35,60,101,145,470,12,28,1.2,25,100,9.4,7,18,
Vandal 73C Incendiary,Base,Vandal,,SingleBulletType,Compact,Incendiary,Compact / Incendiary,Medium Slot,75,35,40,107,120,370,8,28,1.2,25,100,9.4,7,28,Ignites Hunters in one shot up to 20m
Vandal 73C Poison,Base,Vandal,,SingleBulletType,Compact,Poison,Compact / Poison,Medium Slot,85,35,50,107,120,370,8,28,1.2,25,100,9.4,7,28,Causes Medium Poison
Vandal 73C Striker,Striker,Vandal,Vandal Striker,SingleBulletType,Compact,Default,Compact / Default,Medium Slot,45,45,0,107,120,370,8,28,1.3,25,100,9.4,7,28,
Vandal 73C Striker FMJ,Striker,Vandal,,SingleBulletType,Compact,FMJ,Compact / FMJ,Medium Slot,95,45,50,107,110,310,11,28,1.3,25,100,9.4,7,28,Damage dropoff begins at 30m
Vandal 73C Striker High Velocity,Striker,Vandal,,SingleBulletType,Compact,High Velocity,Compact / High Velocity,Medium Slot,105,45,60,101,145,470,12,28,1.3,25,100,9.4,7,18,
Vandal 73C Striker Incendiary,Striker,Vandal,,SingleBulletType,Compact,Incendiary,Compact / Incendiary,Medium Slot,85,45,40,107,120,370,8,28,1.3,25,100,9.4,7,28,Ignites Hunters in one shot up to 20m
Vandal 73C Striker Poison,Striker,Vandal,,SingleBulletType,Compact,Poison,Compact / Poison,Medium Slot,95,45,50,107,120,370,8,28,1.3,25,100,9.4,7,28,Causes Medium Poison
Vandal 73C Striker Subsonic,Striker,Vandal,,SingleBulletType,Compact,Subsonic,Compact / Subsonic,Medium Slot,50,45,5,107,95,252,8,28,1.3,25,100,9.4,7,34,Reduced Sound
Vandal 73C Subsonic,Base,Vandal,,SingleBulletType,Compact,Subsonic,Compact / Subsonic,Medium Slot,40,35,5,107,95,252,8,28,1.2,25,100,9.4,7,34,Reduced Sound
Vetterli 71,Base,Vetterli,Vetterli,SingleBulletType,Medium,Default,Medium / Default,Large Slot,105,105,0,130,125,410,5,24,1.4,22.5,77,12.1,7,20,
Vetterli 71 Bayonet,Bayonet,Vetterli,Vetterli Bayonet,SingleBulletType,Medium,Default,Medium / Default,Large Slot,115,115,0,130,125,410,5,24,1.4,22.5,77,12.1,7,20,
Vetterli 71 Bayonet FMJ,Bayonet,Vetterli,,SingleBulletType,Medium,FMJ,Medium / FMJ,Large Slot,165,115,50,130,115,350,9,24,1.4,22.5,77,12.1,7,20,Damage dropoff begins at 40m
Vetterli 71 Bayonet High Velocity,Bayonet,Vetterli,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,175,115,60,123,140,510,9,24,1.4,22.5,77,12.1,7,13,
Vetterli 71 Bayonet Incendiary,Bayonet,Vetterli,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Large Slot,155,115,40,130,125,410,5,24,1.4,22.5,77,12.1,7,20,Ignites Hunters in one shot up to 20m
Vetterli 71 Bayonet Subsonic,Bayonet,Vetterli,,SingleBulletType,Medium,Subsonic,Medium / Subsonic,Large Slot,125,115,10,130,100,266,5,24,1.4,22.5,77,12.1,7,24,Reduced Sound
Vetterli 71 Cyclone,Cyclone,Vetterli,Vetterli Cyclone,SingleBulletType,Medium,Default,Medium / Default,Large Slot,280,280,0,124,105,410,6,27,0.6,47.5,77,8.4,4,20,
Vetterli 71 Cyclone FMJ,Cyclone,Vetterli,,SingleBulletType,Medium,FMJ,Medium / FMJ,Large Slot,330,280,50,124,95,315,12,27,0.6,47.5,77,8.4,4,20,Damage dropoff begins at 40m
Vetterli 71 Cyclone High Velocity,Cyclone,Vetterli,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,340,280,60,116,120,460,12,27,0.6,47.5,77,8.4,4,13,
Vetterli 71 Cyclone Incendiary,Cyclone,Vetterli,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Large Slot,320,280,40,124,105,410,6,27,0.6,47.5,77,8.4,4,20,Ignites Hunters in one shot up to 20m
Vetterli 71 Cyclone Subsonic,Cyclone,Vetterli,,SingleBulletType,Medium,Subsonic,Medium / Subsonic,Large Slot,290,280,10,124,75,240,6,27,0.6,47.5,77,8.4,4,24,Reduced Sound
Vetterli 71 Deadeye,Deadeye,Vetterli,Vetterli Deadeye,SingleBulletType,Medium,Default,Medium / Default,Large Slot,110,110,0,130,125,410,5,24,1.4,32.5,69,12.1,7,20,
Vetterli 71 Deadeye FMJ,Deadeye,Vetterli,,SingleBulletType,Medium,FMJ,Medium / FMJ,Large Slot,160,110,50,130,115,350,9,24,1.4,32.5,69,12.1,7,20,Damage dropoff begins at 40m
Vetterli 71 Deadeye High Velocity,Deadeye,Vetterli,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,170,110,60,123,140,510,9,24,1.4,32.5,69,12.1,7,13,
Vetterli 71 Deadeye Incendiary,Deadeye,Vetterli,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Large Slot,150,110,40,130,125,410,5,24,1.4,32.5,69,12.1,7,20,Ignites Hunters in one shot up to 20m
Vetterli 71 Deadeye Subsonic,Deadeye,Vetterli,,SingleBulletType,Medium,Subsonic,Medium / Subsonic,Large Slot,120,110,10,130,100,266,5,24,1.4,32.5,69,12.1,7,24,Reduced Sound
Vetterli 71 FMJ,Base,Vetterli,,SingleBulletType,Medium,FMJ,Medium / FMJ,Large Slot,155,105,50,130,115,350,9,24,1.4,22.5,77,12.1,7,20,Damage dropoff begins at 40m
Vetterli 71 High Velocity,Base,Vetterli,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,165,105,60,123,140,510,9,24,1.4,22.5,77,12.1,7,13,
Vetterli 71 Incendiary,Base,Vetterli,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Large Slot,145,105,40,130,125,410,5,24,1.4,22.5,77,12.1,7,20,Ignites Hunters in one shot up to 20m
Vetterli 71 Marksman,Marksman,Vetterli,Vetterli Marksman,SingleBulletType,Medium,Default,Medium / Default,Large Slot,116,116,0,130,125,410,5,24,1.4,42.5,69,12.1,7,20,
Vetterli 71 Marksman FMJ,Marksman,Vetterli,,SingleBulletType,Medium,FMJ,Medium / FMJ,Large Slot,166,116,50,130,115,350,9,24,1.4,42.5,69,12.1,7,20,Damage dropoff begins at 40m
Vetterli 71 Marksman High Velocity,Marksman,Vetterli,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,176,116,60,123,145,510,9,24,1.4,42.5,69,12.1,7,13,
Vetterli 71 Marksman Incendiary,Marksman,Vetterli,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Large Slot,156,116,40,130,125,410,5,24,1.4,42.5,69,12.1,7,20,Ignites Hunters in one shot up to 20m
Vetterli 71 Marksman Subsonic,Marksman,Vetterli,,SingleBulletType,Medium,Subsonic,Medium / Subsonic,Large Slot,126,116,10,130,100,266,5,24,1.4,42.5,69,12.1,7,24,Reduced Sound
Vetterli 71 Silencer,Silencer,Vetterli,Vetterli Silencer,SingleBulletType,Medium,Default,Medium / Default,Large Slot,150,150,0,123,115,348,5,24,1.4,22.5,77,12.1,7,20,
Vetterli 71 Silencer FMJ,Silencer,Vetterli,,SingleBulletType,Medium,FMJ,Medium / FMJ,Large Slot,200,150,50,123,105,278,9,24,1.4,22.5,77,12.1,7,20,Damage dropoff begins at 40m
Vetterli 71 Silencer High Velocity,Silencer,Vetterli,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,210,150,60,116,130,448,7,24,1.4,22.5,77,12.1,7,13,
Vetterli 71 Silencer Incendiary,Silencer,Vetterli,,SingleBulletType,Medium,Incendiary,Medium / Incendiary,Large Slot,190,150,40,123,115,348,5,24,1.4,22.5,77,12.1,7,20,Ignites Hunters in one shot up to 30m
Vetterli 71 Silencer Subsonic,Silencer,Vetterli,,SingleBulletType,Medium,Subsonic,Medium / Subsonic,Large Slot,160,150,10,123,100,245,5,24,1.4,22.5,77,12.1,7,24,Reduced Sound
Vetterli 71 Subsonic,Base,Vetterli,,SingleBulletType,Medium,Subsonic,Medium / Subsonic,Large Slot,115,105,10,130,100,266,5,24,1.4,22.5,77,12.1,7,24,Reduced Sound
Wildland,Base,Wildland,Wildland,SingleBulletType,Medium,Default,Medium / Default,Large Slot,Scarce,-1,0,126,150,650,11,31,1.6,17.5,77,9,16,16,
Wildland Dumdum,Base,Wildland,,SingleBulletType,Medium,Dumdum,Medium / Dumdum,Large Slot,Scarce + Scarce,-1,-1,126,130,510,11,31,1.6,17.5,77,9,16,16,Causes Intense Bleeding
Wildland FMJ,Base,Wildland,,SingleBulletType,Medium,FMJ,Medium / FMJ,Large Slot,Scarce + 50,-1,-1,126,130,510,14,31,1.6,17.5,77,9,16,16,Damage dropoff begins at 40m
Wildland High Velocity,Base,Wildland,,SingleBulletType,Medium,High Velocity,Medium / High Velocity,Large Slot,Scarce + 60,-1,-1,119,170,775,14,31,1.6,17.5,77,9,16,8,
Wildland Poison,Base,Wildland,,SingleBulletType,Medium,Poison,Medium / Poison,Large Slot,Scarce + 50,-1,-1,126,150,650,11,31,1.6,17.5,77,9,16,16,Causes Medium Poison
Wildland Subsonic,Base,Wildland,,SingleBulletType,Medium,Subsonic,Medium / Subsonic,Large Slot,Scarce + 10,-1,-1,126,110,336,11,31,1.6,17.5,77,9,16,18,Reduced Sound
